"AIC" "BIC" "time" "rho" "knn" "obsSample" "seed" "moran" "direct" "indirect" "total" "AICsem" "BICsem" "lambda"
-635.375657282231 -618.88407044949 0.296925067901611 0.757489230354013 21 200 51 0.884692879603251 -0.0145948976506667 0.000315020148775184 -0.0142798775018915 -637.336447954897 -624.143178488705 0.756198739020189
-632.948241566867 -616.456654734127 0.294082164764404 0.781021693907198 22 200 51 0.861231587668964 -0.0144881053736541 0.000454290471430453 -0.0140338149022236 -634.876931492849 -621.683662026657 0.777882090613969
-632.355240617938 -615.863653785197 0.294197082519531 0.799712285506111 23 200 51 0.837959307492605 -0.0143382195677493 0.000342823183586718 -0.0139953963841626 -634.321350939193 -621.128081473001 0.797033485316127
-631.303447618415 -614.811860785674 0.283642053604126 0.811139322359721 24 200 51 0.817532120905935 -0.0143007389828937 0.000390824799222259 -0.0139099141836714 -633.261780655012 -620.068511188819 0.808089191858488
-625.945226575194 -609.453639742453 0.289872884750366 0.810827865995902 25 200 51 0.795491175012091 -0.0142372110158499 0.000291875118878552 -0.0139453358969714 -627.923265175008 -614.729995708815 0.808452622811109
-620.502398874531 -604.010812041791 0.290059804916382 0.802096462832583 26 200 51 0.776563926824681 -0.0142735463280497 0.000412733894725468 -0.0138608124333242 -622.452223578232 -609.25895411204 0.797899487724419
-620.322661220282 -603.831074387542 0.301595211029053 0.812661409820246 27 200 51 0.756782213681167 -0.0145347582958891 0.000940369201383703 -0.0135943890945054 -622.067754031369 -608.874484565177 0.804690161538073
-616.767492744497 -600.275905911757 0.292218208312988 0.811855559153949 28 200 51 0.74020915219002 -0.0145790424893243 0.00103580498795329 -0.013543237501371 -618.455217302266 -605.261947836074 0.802808715331511
-614.278462304648 -597.786875471908 0.289386034011841 0.810795384615909 29 200 51 0.726364461882399 -0.0146218826396159 0.0012287623071703 -0.0133931203324456 -615.840161113134 -602.646891646942 0.799094461600056
-610.970941906637 -594.479355073897 0.287801027297974 0.80153195644489 30 200 51 0.715722470061631 -0.014529516888806 0.00104633653791583 -0.0134831803508902 -612.63435253817 -599.441083071978 0.788823079830578
-608.535276866559 -592.043690033819 0.293747186660767 0.793696962164864 31 200 51 0.705327832567991 -0.0145356556392491 0.00111141404078134 -0.0134242415984677 -610.135588196027 -596.942318729835 0.778079747427983
-607.614565230067 -591.122978397327 0.298794031143188 0.793476576447049 32 200 51 0.696083601869958 -0.014542013513419 0.00115355088515198 -0.013388462628267 -609.185623336935 -595.992353870742 0.776765645141936
-607.535099040927 -591.043512208187 0.289366006851196 0.800821007365998 33 200 51 0.68539853785676 -0.0146640484534856 0.00156840458709512 -0.0130956438663905 -608.783602958634 -595.590333492442 0.779719615826067
-604.338694459283 -587.847107626543 0.288059949874878 0.7902572875218 34 200 51 0.676020325364878 -0.0146554034293893 0.00152191343706279 -0.0131334899923265 -605.586296784117 -592.393027317925 0.765822874992406
-601.762653743726 -585.271066910985 0.301366090774536 0.779598262740025 35 200 51 0.666664607572565 -0.014632133771839 0.00141622623179551 -0.0132159075400435 -603.072353089825 -589.879083623633 0.752552112479067
-599.723813226123 -583.232226393383 0.283628940582275 0.762902349710183 36 200 51 0.659735798464872 -0.0145095630939393 0.00106967858665227 -0.013439884507287 -601.290295024385 -588.097025558193 0.737498325317181
-596.534134321136 -580.042547488396 0.291794061660767 0.731634923544709 37 200 51 0.652315421360534 -0.0143822168252065 0.000655640025963786 -0.0137265767992427 -598.34161317509 -585.148343708898 0.710367059755233
-594.926669236641 -578.435082403901 0.343994855880737 0.725716088361124 38 200 51 0.639549395833454 -0.0144306419861737 0.00067252647250763 -0.0137581155136661 -596.714579763461 -583.521310297268 0.702808776493053
-592.974589268242 -576.483002435502 0.31620192527771 0.710302230617074 39 200 51 0.628564975917747 -0.0144322827185 0.000621321470004458 -0.0138109612484955 -594.782064685424 -581.588795219232 0.68553601287657
-593.932757761409 -577.441170928669 0.304191827774048 0.733582727230093 40 200 51 0.618574123308111 -0.0145075736172591 0.000891649709386712 -0.0136159239078723 -595.582407482659 -582.389138016467 0.702617843343048
-592.310661203953 -575.819074371213 0.304188013076782 0.711899455720917 41 200 51 0.61190820755091 -0.0144213032021947 0.000588193721242872 -0.0138331094809518 -594.146473076305 -580.953203610113 0.686979424279226
-591.056014543989 -574.564427711249 0.310176134109497 0.676481010365896 42 200 51 0.607190358078785 -0.0142307733401554 -9.08953701106614e-06 -0.0142398628771665 -593.055969836754 -579.862700370561 0.676975791244371
-589.767355381116 -573.275768548375 0.306190013885498 0.651259279517093 43 200 51 0.600785817336447 -0.0141920097404556 -0.000183223102768134 -0.0143752328432237 -591.748387101218 -578.555117635025 0.662741893581743
-588.360712418993 -571.869125586253 0.330749034881592 0.62702764773039 44 200 51 0.591035589680712 -0.014219669279516 -0.000178447198735726 -0.0143981164782517 -590.341459259899 -577.148189793706 0.639898145831718
-588.576737933771 -572.085151101031 0.300204992294312 0.626742882426426 45 200 51 0.584085181244984 -0.014195278252099 -0.000253402525507805 -0.0144486807776068 -590.53880649407 -577.345537027878 0.64537098233307
-587.494811819759 -571.003224987019 0.307178020477295 0.558147847059617 46 200 51 0.581056407910886 -0.0140586535340072 -0.000699440825263804 -0.014758094359271 -589.145080258993 -575.951810792801 0.624595537265981
-587.524499886549 -571.032913053809 0.347389936447144 0.540465057029679 47 200 51 0.575413296667315 -0.0140125910761618 -0.000845558118860196 -0.014858149195022 -588.995425629862 -575.802156163669 0.627006360146616
-587.720957346221 -571.229370513481 0.31108283996582 0.526082129117144 48 200 51 0.570452300618393 -0.0139679905716677 -0.000979234174051009 -0.0149472247457187 -588.97831367867 -575.785044212477 0.632213699639513
-588.739382959543 -572.247796126802 0.354986906051636 0.505588090401477 49 200 51 0.565668418630553 -0.0138502891746386 -0.00129744957083886 -0.0151477387454775 -589.360994009279 -576.167724543087 0.655182264170897
-588.991389653817 -572.499802821076 0.493129968643188 0.447429934292421 50 200 51 0.561373942151586 -0.0137622116766946 -0.00153792161273731 -0.0153001332894319 -588.768294905545 -575.575025439353 0.655266442722949
-539.743484308338 -523.251897475598 0.476399898529053 0.683807521224429 2 200 101 0.986449519922991 -0.0200401829037961 0.00331028158334459 -0.0167299013204515 -540.60030418365 -527.407034717458 0.681084262416772
-555.75664615289 -539.265059320149 0.513104915618896 0.736932370962583 3 200 101 0.986600481781065 -0.0172285001559497 0.000474410519064283 -0.0167540896368854 -557.733219157239 -544.539949691047 0.736792384170777
-564.330425596398 -547.838838763658 0.331303834915161 0.767476279947617 4 200 101 0.98855232065666 -0.0157291879862867 -0.000888528280637863 -0.0166177162669245 -566.223900469164 -553.030631002972 0.767726764268647
-575.452799795089 -558.961212962349 0.281767845153809 0.790426770986427 5 200 101 0.989637366535275 -0.0166675702927597 0.000171087757979582 -0.0164964825347801 -577.449013785217 -564.255744319025 0.790370129320448
-580.815326280538 -564.323739447797 0.283284902572632 0.80420970170944 6 200 101 0.988697179228712 -0.0156079547531032 -0.000909969582967511 -0.0165179243360707 -582.670883706105 -569.477614239913 0.804437030892299
-594.040677127992 -577.549090295252 0.2762291431427 0.826606887026365 7 200 101 0.988679184091807 -0.0156450952198547 -0.000816265012036504 -0.0164613602318912 -595.890564384202 -582.69729491801 0.826839451715866
-598.358973690601 -581.867386857861 0.280235767364502 0.834564969753504 8 200 101 0.987921607409612 -0.0151744058455151 -0.0013079303131533 -0.0164823361586684 -599.945469742969 -586.752200276777 0.83481780501819
-600.113407470956 -583.621820638216 0.30122709274292 0.839659379543079 9 200 101 0.988454423064594 -0.0152747844825324 -0.00109990840178148 -0.0163746928843139 -601.785046848004 -588.591777381812 0.840185966326291
-599.808624279494 -583.317037446754 0.286896944046021 0.842284920320294 10 200 101 0.987453366224501 -0.0154559924449228 -0.000934036233122789 -0.0163900286780456 -601.552659699744 -588.359390233552 0.842731745359955
-606.156712494756 -589.665125662016 0.388959884643555 0.850212021858395 11 200 101 0.986421109224353 -0.0155126568310773 -0.000893317765212299 -0.0164059745962896 -607.879671025794 -594.686401559601 0.850611209561361
-609.694715970042 -593.203129137302 0.317066192626953 0.854439024479805 12 200 101 0.985863946016103 -0.0158483680468811 -0.000561368844035771 -0.0164097368909169 -611.544884644682 -598.35161517849 0.854734131434142
-609.221439067807 -592.729852235067 0.286243915557861 0.85602589219355 13 200 101 0.985300244410437 -0.0156533026065521 -0.000791180942569768 -0.0164444835491218 -610.929355178871 -597.736085712678 0.856340120518183
-607.309582192806 -590.817995360066 0.299714088439941 0.857435891470872 14 200 101 0.985571861337185 -0.0158134309749222 -0.000582113922457148 -0.0163955448973793 -609.114584939734 -595.921315473542 0.857828664614745
-606.347940961578 -589.856354128838 0.330261945724487 0.856805211618202 15 200 101 0.985045452136671 -0.0159733825916663 -0.000439963907758297 -0.0164133464994246 -608.214438307374 -595.021168841182 0.857042828944677
-605.341717650855 -588.850130818115 0.334244012832642 0.85685458138475 16 200 101 0.98494738833508 -0.0156616925443502 -0.000767826216405879 -0.0164295187607561 -606.999040066989 -593.805770600797 0.857387177637499
-605.042496016589 -588.550909183849 0.287055969238281 0.857006051697676 17 200 101 0.984371894197934 -0.0158483624155733 -0.000602875024897663 -0.0164512374404709 -606.800935281344 -593.607665815152 0.857363201589459
-602.81884908727 -586.32726225453 0.320838212966919 0.854807025338902 18 200 101 0.983813585460498 -0.0159485763124392 -0.000540824257858955 -0.0164894005702981 -604.614638519589 -591.421369053397 0.855079296252386
-601.960987805012 -585.469400972272 0.282769918441772 0.85445764606207 19 200 101 0.983530905971499 -0.0160551111931222 -0.000436641727809356 -0.0164917529209316 -603.812243124259 -590.618973658067 0.854658312587486
-589.797499601121 -573.30591276838 0.286574125289917 0.88378374845194 20 200 101 0.975222888555716 -0.0151853450374522 -0.000946678269708224 -0.0161320233071604 -591.045612923725 -577.852343457533 0.890094391160801
-594.572686741618 -578.081099908878 0.296473979949951 0.905269101742149 21 200 101 0.968507577492262 -0.0149510361859599 -0.000439825429544571 -0.0153908616155045 -596.045965017128 -582.852695550936 0.913349628135123
-580.429742495958 -563.938155663218 0.295181035995483 0.916916496278916 22 200 101 0.959475803098628 -0.0153943312049057 0.000820565544160004 -0.0145737656607457 -582.400915542317 -569.207646076125 0.918720390900968
-564.500634060613 -548.009047227873 0.290047168731689 0.920630300476134 23 200 101 0.950548693107497 -0.0155901592897788 0.00161639735374412 -0.0139737619360346 -566.467886382247 -553.274616916054 0.918681075343369
-546.71442180249 -530.22283496975 0.467000007629395 0.915030723683444 24 200 101 0.942118881905494 -0.0154877453579959 0.00119118219057447 -0.0142965631674215 -548.709340833112 -535.51607136692 0.914157242833711
-535.791286408637 -519.299699575897 0.548820972442627 0.914539110868785 25 200 101 0.933752263469856 -0.015578070905386 0.00129036481450065 -0.0142877060908853 -537.77433008371 -524.581060617518 0.912973442128092
-528.173094408165 -511.681507575425 0.343119144439697 0.914242919785062 26 200 101 0.927673537735951 -0.0155622631785521 0.0013187835388817 -0.0142434796396704 -530.150448284631 -516.957178818439 0.912368575537691
-520.552986458081 -504.061399625341 0.29269003868103 0.912794817505773 27 200 101 0.922577163951987 -0.0156336686996439 0.00149532017490146 -0.0141383485247425 -522.480935147379 -509.287665681187 0.909357064658226
-512.285020357177 -495.793433524436 0.297402143478394 0.907178553487621 28 200 101 0.918076504346463 -0.0156164884529777 0.00132905756935158 -0.0142874308836261 -514.208785418207 -501.015515952015 0.903236836424854
-505.958197949593 -489.466611116853 0.290350914001465 0.903571075188484 29 200 101 0.913656325581347 -0.0155806674638759 0.00118331608855193 -0.014397351375324 -507.895380356863 -494.702110890671 0.899683827123086
-495.030939380588 -478.539352547847 0.284255981445312 0.893311144878354 30 200 101 0.907411502430246 -0.0156658666104384 0.000931789027824738 -0.0147340775826137 -496.973822634964 -483.780553168772 0.889293562061605
-488.383374237556 -471.891787404816 0.293633222579956 0.88483148930529 31 200 101 0.903712277237007 -0.0157549257876084 0.000924433456282498 -0.0148304923313259 -490.278989576255 -477.085720110062 0.878998228778
-481.5192768891 -465.02769005636 0.297082901000977 0.874901306147055 32 200 101 0.898780675710269 -0.0157242992572888 0.00061291321024967 -0.0151113860470391 -483.474853452687 -470.281583986495 0.8706886326447
-476.222915714369 -459.731328881629 0.303027868270874 0.869087575745634 33 200 101 0.893861545746878 -0.0157734767827583 0.00059694571287435 -0.0151765310698839 -478.166605779555 -464.973336313363 0.864139018555891
-473.048071746506 -456.556484913766 0.311886787414551 0.866628783879938 34 200 101 0.888564856055458 -0.0158189910488842 0.000574575911334411 -0.0152444151375497 -474.992060058827 -461.798790592635 0.861723622946286
-469.745548303118 -453.253961470378 0.336938142776489 0.862746468841379 35 200 101 0.883385587436393 -0.0158834002648483 0.000579959611053853 -0.0153034406537945 -471.676776769159 -458.483507302966 0.857332591990746
-466.857904927485 -450.366318094745 0.295243978500366 0.858565661940738 36 200 101 0.879157184756505 -0.0159359445273214 0.000580083639295022 -0.0153558608880263 -468.776884737822 -455.58361527163 0.852629609965769
-459.618565353606 -443.126978520865 0.292732000350952 0.843907109128793 37 200 101 0.874039260415764 -0.0160878867220128 0.000642081467188993 -0.0154458052548238 -461.462027484624 -448.268758018432 0.835312152281899
-456.800855768754 -440.309268936014 0.296618938446045 0.840043398585284 38 200 101 0.869193951739521 -0.0161253193276834 0.000617441377743567 -0.0155078779499399 -458.647588649723 -445.45431918353 0.831525551166001
-452.69794576275 -436.20635893001 0.304718017578125 0.830878726918592 39 200 101 0.864759366186685 -0.0161495433831932 0.000552120191412171 -0.015597423191781 -454.559624313798 -441.366354847606 0.822267303194284
-451.170143744544 -434.678556911804 0.327898025512695 0.833453955469448 40 200 101 0.84754607600814 -0.0160042718941043 0.000285415656726538 -0.0157188562373778 -453.146686395039 -439.953416928847 0.829278531245239
-447.953565494258 -431.461978661518 0.303995132446289 0.825051558683823 41 200 101 0.830008612366285 -0.0158163445486006 -0.000188648766908585 -0.0160049933155091 -449.928129544733 -436.73486007854 0.830312625613305
