"AIC" "BIC" "time" "rho" "knn" "obsSample" "seed" "moran"
0 0 0 0 0 0 0 0
92.9939283911875 116.082149957024 0.62932014465332 0.730440234459832 2 200 1 0.849689158188397
71.0733120715616 94.1615336373978 0.358044862747192 0.803475917748796 3 200 1 0.811543862050251
57.5619267612501 80.6501483270864 0.397937059402466 0.838999445432688 4 200 1 0.797828164626812
56.0793645470064 79.1675861128427 0.49268102645874 0.861882222575338 5 200 1 0.758624744912197
41.7680768734664 64.8562984393027 0.445807933807373 0.895930630360135 6 200 1 0.732258960799598
58.4429004725152 81.5311220383514 0.428853988647461 0.895136196154654 7 200 1 0.707256055566224
61.9653288166406 85.0535503824769 0.42386794090271 0.903085080702486 8 200 1 0.685887345219193
64.2271863476013 87.3154079134375 0.468306064605713 0.90866386835135 9 200 1 0.666623943289774
62.4426011503364 85.5308227161727 0.515638113021851 0.920445938577503 10 200 1 0.647423376436128
66.430448506284 89.5186700721203 0.423871994018555 0.924338693651315 11 200 1 0.629576140661715
70.5700824220421 93.6583039878784 0.467056035995483 0.927298695139226 12 200 1 0.610687085669368
78.3612596648302 101.449481230666 0.431847810745239 0.92581274342417 13 200 1 0.593903970511021
84.009972388955 107.098193954791 0.48869514465332 0.927788865066146 14 200 1 0.571401749144784
95.7814619991238 118.86968356496 0.419877052307129 0.919583022164833 15 200 1 0.555876466410958
102.566654520573 125.65487608641 0.453771829605103 0.916583261941216 16 200 1 0.533315324459715
108.325348476779 131.413570042615 0.540555000305176 0.912733030493022 17 200 1 0.51546354739715
112.945142558034 136.03336412387 0.474855899810791 0.910550103518832 18 200 1 0.501850382678067
120.085879497076 143.174101062913 0.478946924209595 0.904794370891095 19 200 1 0.486240093774892
122.820660917519 145.908882483355 0.507950782775879 0.903676565496817 20 200 1 0.472103930318636
130.001398170968 153.089619736804 0.527490854263306 0.896378343213855 21 200 1 0.456169420282202
132.836871342014 155.925092907851 0.51363205909729 0.8966884222552 22 200 1 0.445131124004909
138.777290708732 161.865512274568 0.452592134475708 0.89020117215683 23 200 1 0.427311921179171
